ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,ADDRESSLINE2,CITY,STATE,POSTALCODE,COUNTRY,TERRITORY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE,TOTAL_ORDER_VALUE,SALES_DIFF
10126,0.29848822793099805,0.8101579745265006,11,2.0500088411690625,28/05/2003,Shipped,2,5,2003,Classic Cars,2.8193681712011514,S10_1949,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",,Madrid,CA,28023,Spain,EMEA,Sommer,Mart¡n,Large,0.24182261816058184,1.8081862230084806
10140,0.1958158424735585,0.8101579745265006,11,2.074466647177055,24/07/2003,Shipped,3,7,2003,Classic Cars,2.8193681712011514,S10_1949,Technics Stores Inc.,6505556809,9408 Furth Circle,,Burlingame,CA,94217,USA,EMEA,Hirano,Juri,Large,0.15864176631857846,1.9158248808584768
10150,1.017194926133075,0.8101579745265006,8,4.03988811843211,19/09/2003,Shipped,3,9,2003,Classic Cars,2.8193681712011514,S10_1949,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,CA,79903,Singapore,Japan,Natividad,Eric,Large,0.8240885810546055,3.2157995373775043
10163,-1.4469423248454747,0.8101579745265006,1,0.7093800527886939,20/10/2003,Shipped,4,10,2003,Classic Cars,2.8193681712011514,S10_1949,Classic Legends Inc.,2125558493,5905 Pompton St.,Suite 750,NYC,NY,10022,USA,EMEA,Hernandez,Maria,Medium,-1.1722518631534757,1.8816319159421697
10174,-0.11220131389876024,0.8101579745265006,4,2.4223930562676608,06/11/2003,Shipped,4,11,2003,Classic Cars,2.8193681712011514,S10_1949,"Australian Gift Network, Co",61-7-3844-6555,31 Duncan St. West End,,South Brisbane,Queensland,4101,Australia,APAC,Calaghan,Tony,Large,-0.0909007892074317,2.5132938454750926
10183,-1.2415975539305957,0.8101579745265006,8,0.9875875961296073,13/11/2003,Shipped,4,11,2003,Classic Cars,2.8193681712011514,S10_1949,"Classic Gift Ideas, Inc",2155554695,782 First Street,,Philadelphia,PA,71270,USA,EMEA,Cervantes,Francisca,Medium,-1.005890159469469,1.9934777555990761
10194,0.7091777697607564,0.8101579745265006,11,2.028993808031644,25/11/2003,Shipped,4,11,2003,Classic Cars,2.8193681712011514,S10_1949,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",,Lyon,CA,69004,France,EMEA,Saveley,Mary,Large,0.5745460255285955,1.4544477825030486
10206,1.2225396970479543,0.8101579745265006,6,2.992606385637389,05/12/2003,Shipped,4,12,2003,Classic Cars,2.8193681712011514,S10_1949,Canadian Gift Exchange Network,(604) 555-3392,1900 Oak St.,,Vancouver,BC,V3F 2K1,Canada,EMEA,Tannamuri,Yoshi,Large,0.9904502847386123,2.0021561008987767
10215,-0.009528928441320661,0.8101579745265006,3,1.3691869304101694,29/01/2004,Shipped,1,1,2004,Classic Cars,2.8193681712011514,S10_1949,West Coast Collectables Co.,3105553722,3675 Furth Circle,,Burbank,CA,94019,USA,EMEA,Thompson,Steve,Medium,-0.007719937365428311,1.3769068677755978
10228,-0.6255632411859581,0.8101579745265006,2,1.5798422742085814,10/03/2004,Shipped,1,3,2004,Classic Cars,2.8193681712011514,S10_1949,Cambridge Collectables Co.,6175555555,4658 Baden Av.,,Cambridge,MA,51247,USA,EMEA,Tseng,Kyung,Medium,-0.5068050484174486,2.08664732262603
10245,-0.11220131389876024,0.8101579745265006,9,1.3936447364181617,04/05/2004,Shipped,2,5,2004,Classic Cars,2.8193681712011514,S10_1949,Super Scale Inc.,2035559545,567 North Pendale Street,,New Haven,CT,97823,USA,EMEA,Murphy,Leslie,Medium,-0.0909007892074317,1.4845455256255933
10258,-0.3175460848136394,0.8101579745265006,6,2.2409252584934403,15/06/2004,Shipped,2,6,2004,Classic Cars,2.8193681712011514,S10_1949,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,,Minato-ku,Tokyo,106-0032,Japan,Japan,Shimamura,Akiko,Large,-0.2572624928914385,2.498187751384879
10270,-1.4469423248454747,0.8101579745265006,9,0.7338975914490151,19/07/2004,Shipped,3,7,2004,Classic Cars,2.8193681712011514,S10_1949,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Medium,-1.1722518631534757,1.9061494546024909
10280,-0.11220131389876024,0.8101579745265006,2,2.4223930562676608,17/08/2004,Shipped,3,8,2004,Classic Cars,2.8193681712011514,S10_1949,Amica Models & Co.,011-4988555,Via Monte Bianco 34,,Torino,CA,10100,Italy,EMEA,Accorti,Paolo,Large,-0.0909007892074317,2.5132938454750926
10291,0.1958158424735585,0.8101579745265006,11,1.9452757806725816,08/09/2004,Shipped,3,9,2004,Classic Cars,2.8193681712011514,S10_1949,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,,Boras,CA,S-844 67,Sweden,EMEA,Larsson,Maria,Large,0.15864176631857846,1.7866340143540032
10304,1.2225396970479543,0.8101579745265006,6,3.594173927238501,11/10/2004,Shipped,4,10,2004,Classic Cars,2.8193681712011514,S10_1949,Auto Assoc. & Cie.,30.59.8555,"67, avenue de l'Europe",,Versailles,CA,78000,France,EMEA,Tonini,Daniel,Large,0.9904502847386123,2.603723642499889
10312,1.325212082505394,0.8101579745265006,3,4.382101913863656,21/10/2004,Shipped,4,10,2004,Classic Cars,2.8193681712011514,S10_1949,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,EMEA,Nelson,Valarie,Large,1.0736311365806157,3.3084707772830404
10322,0.5038329988458772,0.8101579745265006,1,1.328514424415528,04/11/2004,Shipped,4,11,2004,Classic Cars,2.8193681712011514,S10_1949,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,,Nashua,NH,62005,USA,EMEA,Young,Valarie,Medium,0.4081843218445886,0.9203301025709394
10333,-0.9335803975582768,0.8101579745265006,3,-0.29914604912702103,18/11/2004,Shipped,4,11,2004,Classic Cars,2.8193681712011514,S10_1949,Mini Wheels Co.,6505555787,5557 North Pendale Street,,San Francisco,CA,,USA,EMEA,Murphy,Julie,Medium,-0.7563476039434588,0.45720155481643776
10347,-0.5228908557285186,0.8101579745265006,1,0.2122197572168164,29/11/2004,Shipped,4,11,2004,Classic Cars,2.8193681712011514,S10_1949,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Medium,-0.42362419657544526,0.6358439537922617
10357,-0.3175460848136394,0.8101579745265006,10,1.1609589043927455,10/12/2004,Shipped,4,12,2004,Classic Cars,2.8193681712011514,S10_1949,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,EMEA,Nelson,Valarie,Medium,-0.2572624928914385,1.418221397284184
10369,0.6065053843033168,0.8101579745265006,2,0.5218629664059246,20/01/2005,Shipped,1,1,2005,Classic Cars,2.8193681712011514,S10_1949,Collectables For Less Inc.,6175558555,7825 Douglas Av.,,Brickhaven,MA,58339,USA,EMEA,Nelson,Allen,Medium,0.491365173686592,0.03049779271933256
10381,0.09314345701611891,0.8101579745265006,3,2.552707982684135,17/02/2005,Shipped,1,2,2005,Classic Cars,2.8193681712011514,S10_1949,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,,San Francisco,CA,,USA,EMEA,Brown,Julie,Large,0.07546091447657508,2.47724706820756
10391,-1.138925168473156,0.8101579745265006,4,-0.617597109414034,09/03/2005,Shipped,1,3,2005,Classic Cars,2.8193681712011514,S10_1949,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Small,-0.9227093076274656,0.3051121982134316
10411,-1.2415975539305957,0.8101579745265006,9,0.3183972618514245,01/05/2005,Shipped,2,5,2005,Classic Cars,2.8193681712011514,S10_1949,Quebec Home Shopping Network,(514) 555-8054,43 rue St. Laurent,,Montreal,Quebec,H1J 1C3,Canada,EMEA,Fresnisre,Jean,Medium,-1.005890159469469,1.3242874213208933
10424,1.530556853420273,0.8101579745265006,6,4.586984911350679,31/05/2005,In Process,2,5,2005,Classic Cars,2.8193681712011514,S10_1949,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,CA,28034,Spain,EMEA,Freyre,Diego,Large,1.2399928402646223,3.3469920710860563
10107,0.40116061338843767,0.8056960576592038,5,0.18604056477353678,24/02/2003,Shipped,1,2,2003,Motorcycles,0.4301669487545075,S10_2016,Land of Toys Inc.,2125557818,897 Long Airport Avenue,,NYC,NY,10022,USA,EMEA,Yu,Kwai,Medium,0.32321352469521225,-0.13717295992167547
10120,-0.6255632411859581,0.6287066885897706,3,-0.4127141119270105,29/04/2003,Shipped,2,4,2003,Motorcycles,0.4301669487545075,S10_2016,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Small,-0.39329579386950775,-0.01941831805750277
10134,-0.8309080121008373,0.8101579745265006,5,-0.13364859048901384,01/07/2003,Shipped,3,7,2003,Motorcycles,0.4301669487545075,S10_2016,Lyon Souveniers,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,,Paris,CA,75508,France,EMEA,Da Cunha,Daniel,Medium,-0.6731667521014554,0.5395181616124416
10145,0.1958158424735585,0.8101579745265006,9,0.89004960511816,25/08/2003,Shipped,3,8,2003,Motorcycles,0.4301669487545075,S10_2016,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,,Pasadena,CA,90003,USA,EMEA,Young,Julie,Medium,0.15864176631857846,0.7314078387995815
10159,0.1958158424735585,0.8101579745265006,17,0.7944121984989855,10/10/2003,Shipped,4,10,2003,Motorcycles,0.4301669487545075,S10_2016,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,,San Francisco,CA,,USA,EMEA,Brown,Julie,Medium,0.15864176631857846,0.635770432180407
10168,-0.8309080121008373,0.8101579745265006,4,0.0581258049324469,28/10/2003,Shipped,4,10,2003,Motorcycles,0.4301669487545075,S10_2016,Technics Stores Inc.,6505556809,9408 Furth Circle,,Burlingame,CA,94217,USA,EMEA,Hirano,Juri,Medium,-0.6731667521014554,0.7312925570339023
10180,0.7091777697607564,0.8101579745265006,12,0.6199765629761749,11/11/2003,Shipped,4,11,2003,Motorcycles,0.4301669487545075,S10_2016,Daedalus Designs Imports,20.16.1555,"184, chausse de Tournai",,Lille,CA,59000,France,EMEA,Rance,Martine,Medium,0.5745460255285955,0.04543053744757941
10188,0.29848822793099805,0.6287066885897706,4,0.05812037469132625,18/11/2003,Shipped,4,11,2003,Motorcycles,0.4301669487545075,S10_2016,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",,Bergen,CA,N 5804,Norway,EMEA,Oeztan,Veysel,Medium,0.18766154536552646,-0.1295411706742002
10201,-1.138925168473156,0.8101579745265006,5,-0.2866999364781936,01/12/2003,Shipped,4,12,2003,Motorcycles,0.4301669487545075,S10_2016,Mini Wheels Co.,6505555787,5557 North Pendale Street,,San Francisco,CA,,USA,EMEA,Murphy,Julie,Medium,-0.9227093076274656,0.636009371149272
10210,-1.2415975539305957,0.8101579745265006,2,-0.295839032284466,12/01/2004,Shipped,1,1,2004,Motorcycles,0.4301669487545075,S10_2016,Osaka Souveniers Co.,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",,Osaka,Osaka,530-0003,Japan,Japan,Kentary,Mory,Medium,-1.005890159469469,0.710051127185003
10223,1.2225396970479543,0.8101579745265006,4,1.0146410573933329,20/02/2004,Shipped,1,2,2004,Motorcycles,0.4301669487545075,S10_2016,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Medium,0.9904502847386123,0.024190772654720583
10236,-1.344269939388035,0.8101579745265006,1,-0.38109924812183044,03/04/2004,Shipped,2,4,2004,Motorcycles,0.4301669487545075,S10_2016,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,,Philadelphia,PA,71270,USA,EMEA,Hernandez,Rosa,Small,-1.0890710113114723,0.7079717631896418
10251,0.9145225406756355,0.8101579745265006,5,1.1960817039619498,18/05/2004,Shipped,2,5,2004,Motorcycles,0.4301669487545075,S10_2016,Tekni Collectables Inc.,2015559350,7476 Moss Rd.,,Newark,NJ,94019,USA,EMEA,Brown,William,Medium,0.7409077292126022,0.4551739747493476
10263,0.5038329988458772,0.8101579745265006,5,0.4985563715155375,28/06/2004,Shipped,2,6,2004,Motorcycles,0.4301669487545075,S10_2016,Gift Depot Inc.,2035552570,25593 South Bay Ln.,,Bridgewater,CT,97562,USA,EMEA,King,Julie,Medium,0.4081843218445886,0.09037204967094892
10275,-1.344269939388035,0.8101579745265006,4,-0.3526665056134271,23/07/2004,Shipped,3,7,2004,Motorcycles,0.4301669487545075,S10_2016,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",,Nantes,CA,44000,France,EMEA,Labrune,Janine,Small,-1.0890710113114723,0.7364045056980453
10285,1.2225396970479543,0.8101579745265006,9,1.5914412692425675,27/08/2004,Shipped,3,8,2004,Motorcycles,0.4301669487545075,S10_2016,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,,Cambridge,MA,51247,USA,EMEA,Hernandez,Marta,Medium,0.9904502847386123,0.6009909845039552
10298,0.40116061338843767,0.6287066885897706,1,0.11043531764891931,27/09/2004,Shipped,3,9,2004,Motorcycles,0.4301669487545075,S10_2016,Atelier graphique,40.32.2555,"54, rue Royale",,Nantes,CA,44000,France,EMEA,Schmitt,Carine,Medium,0.25221236083608584,-0.14177704318716652
10308,-0.11220131389876024,0.8101579745265006,2,0.2661203305816772,15/10/2004,Shipped,4,10,2004,Motorcycles,0.4301669487545075,S10_2016,Mini Classics,9145554562,3758 North Pendale Street,,White Plains,NY,24067,USA,EMEA,Frick,Steve,Medium,-0.0909007892074317,0.35702111978910894
10318,1.017194926133075,0.8101579745265006,4,1.092896262184891,02/11/2004,Shipped,4,11,2004,Motorcycles,0.4301669487545075,S10_2016,Diecast Classics Inc.,2155551555,7586 Pompton St.,,Allentown,PA,70267,USA,EMEA,Yu,Kyung,Medium,0.8240885810546055,0.2688076811302855
10329,-1.5496147103029143,0.8101579745265006,2,-0.2052028777375298,15/11/2004,Shipped,4,11,2004,Motorcycles,0.4301669487545075,S10_2016,Land of Toys Inc.,2125557818,897 Long Airport Avenue,,NYC,NY,10022,USA,EMEA,Yu,Kwai,Medium,-1.2554327149954791,1.0502298372579493
10339,0.5038329988458772,-0.730690650313274,4,-0.4328385855206206,23/11/2004,Shipped,4,11,2004,Motorcycles,0.4301669487545075,S10_2016,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,,Minato-ku,Tokyo,106-0032,Japan,Japan,Shimamura,Akiko,Small,-0.368146061575981,-0.06469252394463959
10361,-0.9335803975582768,-1.6116713473339561,8,-1.207679691044696,17/12/2004,Shipped,4,12,2004,Motorcycles,0.4301669487545075,S10_2016,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Small,1.5046247771773185,-2.7123044682220145
10374,0.40116061338843767,0.8101579745265006,5,0.9416694772122933,02/02/2005,Shipped,1,2,2005,Motorcycles,0.4301669487545075,S10_2016,"Australian Gift Network, Co",61-7-3844-6555,31 Duncan St. West End,,South Brisbane,Queensland,4101,Australia,APAC,Calaghan,Tony,Medium,0.3250034700025852,0.6166660072097081
10388,1.530556853420273,-1.9408616584322862,5,-0.7213472962676536,03/03/2005,Shipped,1,3,2005,Motorcycles,0.4301669487545075,S10_2016,FunGiftIdeas.com,5085552555,1785 First Street,,New Bedford,MA,50553,USA,EMEA,Benitez,Violeta,Small,-2.9705991128541727,2.249251816586519
10402,1.017194926133075,0.8101579745265006,1,1.2380466073433363,07/04/2005,Shipped,2,4,2005,Motorcycles,0.4301669487545075,S10_2016,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",,Paris,CA,75016,France,EMEA,Perrier,Dominique,Medium,0.8240885810546055,0.4139580262887308
10417,1.017194926133075,0.8101579745265006,5,1.2671255485451123,13/05/2005,Disputed,2,5,2005,Motorcycles,0.4301669487545075,S10_2016,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,CA,28034,Spain,EMEA,Freyre,Diego,Medium,0.8240885810546055,0.4430369674905068
10107,-0.8309080121008373,0.8101579745265006,4,1.363892445317409,24/02/2003,Shipped,1,2,2003,Motorcycles,2.296730403790948,S10_4698,Land of Toys Inc.,2125557818,897 Long Airport Avenue,,NYC,NY,10022,USA,EMEA,Yu,Kwai,Medium,-0.6731667521014554,2.0370591974188645
10120,1.1198673115905147,0.8101579745265006,2,3.1011949173296243,29/04/2003,Shipped,2,4,2003,Motorcycles,2.296730403790948,S10_4698,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Large,0.9072694328966089,2.1939254844330156
10134,-0.42021847027107895,0.8101579745265006,4,1.8843430450563108,01/07/2003,Shipped,3,7,2003,Motorcycles,2.296730403790948,S10_4698,Lyon Souveniers,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,,Paris,CA,75508,France,EMEA,Da Cunha,Daniel,Large,-0.34044334473344184,2.2247863897897524
10145,-0.21487369935619982,0.8101579745265006,8,0.8810516955810279,25/08/2003,Shipped,3,8,2003,Motorcycles,2.296730403790948,S10_4698,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,,Pasadena,CA,90003,USA,EMEA,Young,Julie,Medium,-0.17408164104943508,1.055133336630463
10159,-1.344269939388035,0.8101579745265006,16,0.3143082902874774,10/10/2003,Shipped,4,10,2003,Motorcycles,2.296730403790948,S10_4698,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,,San Francisco,CA,,USA,EMEA,Brown,Julie,Medium,-1.0890710113114723,1.4033793015989497
